1.800000000000000000e+02,1.210138344273893836e+03
1.790751425062151441e+02,1.210113356927125778e+03
1.781369347132915379e+02,1.210037156210423518e+03
1.772565230311595883e+02,1.209926929142970039e+03
1.763211452707617468e+02,1.209750089446850097e+03
1.753444180868624187e+02,1.209511965264035780e+03
1.745347049645146740e+02,1.209289389884535922e+03
1.735716398667526050e+02,1.208951048483369277e+03
1.725287388226259395e+02,1.208526856636616003e+03
1.718151706176099083e+02,1.208227166468833730e+03
1.708114531061495427e+02,1.207711533766172806e+03
1.696734266820052710e+02,1.207063056486471396e+03
1.690838714374869483e+02,1.206734576534945063e+03
1.680267034577387051e+02,1.206019774489261408e+03
1.667608401485870502e+02,1.205092132825409180e+03
1.663244918518923043e+02,1.204797323701066716e+03
1.651999672994718935e+02,1.203854448133345841e+03
1.637704918813943209e+02,1.202574366797366793e+03
1.635149532066857887e+02,1.202388297962863362e+03
1.623070032575717789e+02,1.201179725816443806e+03
1.606798407066727918e+02,1.199458754962490502e+03
1.606173645652764321e+02,1.199453185044781776e+03
1.593039874600754615e+02,1.197926832680278949e+03
1.574488041524302275e+02,1.195665028764539784e+03
1.575668126909490070e+02,1.195887515087415295e+03
1.561128153966903653e+02,1.193963636302789837e+03
1.540020800301604424e+02,1.191051016079858982e+03
1.542306341229273983e+02,1.191463112944208888e+03
1.525636315585875309e+02,1.188990603596250821e+03
1.501364163409534740e+02,1.185253816915270136e+03
1.502968228254189569e+02,1.185613855597100383e+03
1.482204106716586693e+02,1.182205076921065029e+03
1.452254549097499989e+02,1.177121831123999300e+03
1.450669391187373378e+02,1.176985872759768881e+03
1.418045609389366746e+02,1.171138469358968905e+03
1.368323249176751233e+02,1.161957007225748839e+03
1.260260165243795001e+02,1.141410874673361377e+03
1.540597406873775981e+02,1.199124450630755518e+03
1.525417297424644119e+02,1.195868812199525564e+03
1.489084623732101704e+02,1.187908972385815332e+03
1.530928265896333755e+02,1.197394266126338607e+03
1.517702795450591111e+02,1.194343500008262708e+03
1.496284136262684683e+02,1.189297122961351306e+03
1.522572301641169474e+02,1.195911663261580543e+03
1.510812603128468083e+02,1.193008384659012108e+03
1.494638798963547686e+02,1.188932718855664234e+03
1.451648954066464796e+02,1.177915326418451514e+03
1.505179583386838544e+02,1.192004907927200065e+03
1.491901318805854260e+02,1.188441994839566405e+03
1.470437801010137662e+02,1.182580956376039694e+03
1.489869916299068962e+02,1.188265745567280874e+03
1.474562979988157281e+02,1.183832033551368795e+03
1.442300586492237358e+02,1.174351189110014047e+03
1.489396701693313787e+02,1.188676299175132044e+03
1.477372379909136271e+02,1.184994197750822650e+03
1.459514419321910168e+02,1.179442693298794438e+03
1.396229062028872647e+02,1.159544424205461837e+03
1.481376849309064028e+02,1.186784698555450859e+03
1.468779657306666877e+02,1.182655484466320331e+03
1.448142588971485623e+02,1.175803383046609724e+03
1.478413335379442231e+02,1.186408214543537724e+03
1.465725706285320484e+02,1.181973712290732692e+03
1.442987367476682721e+02,1.173941394624827126e+03
1.482454300953608026e+02,1.188462811755903431e+03
1.470639566093528572e+02,1.184070844091796744e+03
1.447998614436773721e+02,1.175585791016026633e+03
1.510603379084053870e+02,1.199751825121636557e+03
1.504853848299537162e+02,1.197513423857722728e+03
1.494212832282217107e+02,1.193324537216027466e+03
1.477775594050327470e+02,1.186883316959867443e+03
1.521368815205141800e+02,1.204797213905280387e+03
1.510426993353202363e+02,1.200157899088325394e+03
1.584767074934834170e+02,1.232051626612932751e+03
1.594252682486353763e+02,1.235967713813481623e+03
1.605491290675642517e+02,1.240658772597459574e+03
1.609414694632725400e+02,1.242137423022213625e+03
9.834276464719673072e+01,8.174363130075753361e+02
9.421997920702331442e+01,7.988601111823318206e+02
9.246395039473905797e+01,7.908234354964964723e+02
9.282545815390820110e+01,7.928237648060302263e+02
8.816490828630779220e+01,7.708945213581673670e+02
9.057674927440196200e+01,7.824680957237133043e+02
8.802287857062233911e+01,7.703133703979300435e+02
8.946985211875154675e+01,7.776435157496719057e+02
8.462657480658332076e+01,7.536007191594228516e+02
8.730170337716859308e+01,7.671089374852737137e+02
8.491510455879095787e+01,7.551584506875811940e+02
8.205134363508882700e+01,7.403755979536366567e+02
8.433873291176307418e+01,7.525855235032734072e+02
7.694050448782944329e+01,7.131861075421179521e+02
8.222600714903788344e+01,7.415377994164422262e+02
7.995622221322436474e+01,7.293454385244967852e+02
7.740354331662018694e+01,7.152588994361570940e+02
7.982228162657519022e+01,7.290556282132354227e+02
7.414461908822751468e+01,6.967853694322209321e+02
7.796784315712245927e+01,7.187721951337305200e+02
7.610589094718520187e+01,7.082147028170930980e+02
7.424559235812102997e+01,6.974354565891203492e+02
7.240777510069759160e+01,6.865610063947380013e+02
7.062288549324152598e+01,6.757852062563986237e+02
6.893466363687781495e+01,6.653972694831415993e+02
6.739283824059197059e+01,6.557421078463114554e+02
6.603445733058342171e+01,6.471030745872801617e+02
6.487209058399510297e+01,6.396185120884163098e+02
6.388496038920158071e+01,6.332103524204304676e+02
6.303528936799320093e+01,6.276778844199009200e+02
6.228640600828214247e+01,6.228133065247874356e+02
6.161216521317200545e+01,6.184677269171586431e+02
6.099231509964602793e+01,6.145236034859783558e+02
5.531295667939056671e+01,5.742260630946564106e+02
6.041903086556960289e+01,6.109449048029827054e+02
5.614920590303491110e+01,5.802232587811803342e+02
5.635663242286235430e+01,5.819591206102985552e+02
5.633559632073634305e+01,5.822109375503969204e+02
5.036728415035807416e+01,5.377958171051730005e+02
5.221752498045327684e+01,5.517374500366455550e+02
5.283771289811966909e+01,5.568271959578036103e+02
4.589527036398386883e+01,5.034573139840598515e+02
4.913877752310536096e+01,5.286122891250120119e+02
5.011978890879815651e+01,5.367681682785010935e+02
4.473882557298706786e+01,4.940881540218334749e+02
4.712375192401939472e+01,5.134116346272872988e+02
4.416137227985077374e+01,4.897835856545184470e+02
4.566792422812851271e+01,5.028000620281542865e+02
4.134057273197807802e+01,4.668009431705273187e+02
4.339035156153333617e+01,4.845543350439480719e+02
3.880541538634447107e+01,4.457534669142664825e+02
4.124054031900065098e+01,4.670976333468389043e+02
3.663886181172799184e+01,4.274976604454296307e+02
3.984743394313259301e+01,4.559652188354922373e+02
3.582199841603291190e+01,4.207777643739477753e+02
3.140618761636105916e+01,3.826211601391373165e+02
3.181779009793878998e+01,3.873894600092385758e+02
2.455125142107103642e+01,3.207713981962418757e+02
2.518270815588504874e+01,3.270319444635347850e+02
3.213842322166094334e+01,3.956628586587643781e+02
2.667460263512879237e+01,3.421745887909829094e+02
2.635355863697028411e+01,3.392480548818395505e+02
2.594123118202484690e+01,3.355295817548498576e+02
2.618569851520423697e+01,3.385031523479852922e+02
2.330975126964758815e+01,3.093010116747369125e+02
2.231332889981453249e+01,2.991050850957780654e+02
2.349562448276520144e+01,3.124382673625555071e+02
2.087008081430976603e+01,2.838364602544167496e+02
2.051438755136106451e+01,2.807775147162672624e+02
2.628281605727322301e+01,3.489400984842458229e+02
2.624290335545095232e+01,3.485852648402892555e+02
2.020127403128412880e+01,2.768907734516519668e+02
2.086185281121753832e+01,2.849553151270910689e+02
2.116045826264015517e+01,2.886896722585566977e+02
1.316067438495507957e+01,1.903287354669798219e+02
1.547455343525075833e+01,2.190573886023624937e+02
1.558715060503565830e+01,2.205601564734344890e+02
3.999038134981702086e+01,5.564606846870145773e+02
1.130230956528470898e+01,1.602903217816762549e+02
6.264708099448293765e+00,1.042325189250367856e+02
